id,slug,name,categories,subtype,parentSlug,isPrime,isUmbra,isWraith,isDex
"4233","baza-prime-receiver","Baza Prime Receiver","weapon|part","","baza-prime","","","",""
"4234","baza-prime-stock","Baza Prime Stock","weapon|part","","baza-prime","","","",""
"1334","blade-and-whip","Blade And Whip","weapon|part","","and-whip","","","",""
"/Lotus/Weapons/Tenno/Melee/Staff/Staff","bo","Bo","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Tenno/Melee/Staff/PrimeBo/PrimeBoWeapon","bo-prime","Bo Prime","weapon","melee","","true","false","false","false"
"4010","bo-prime-handle","Bo Prime Handle","weapon|part","","bo-prime","","","",""
"4009","bo-prime-ornament","Bo Prime Ornament","weapon|part","","bo-prime","","","",""
"/Lotus/Weapons/Tenno/Shotgun/FullAutoShotgun","boar","Boar","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Tenno/Shotgun/PrimeBoar","boar-prime","Boar Prime","weapon","primary","","true","false","false","false"
"4132","boar-prime-barrel","Boar Prime Barrel","weapon|part","","boar-prime","","","",""
"4133","boar-prime-receiver","Boar Prime Receiver","weapon|part","","boar-prime","","","",""
"4134","boar-prime-stock","Boar Prime Stock","weapon|part","","boar-prime","","","",""
"/Lotus/Weapons/Tenno/Melee/Tonfa/Boltonfa/Boltonfa","boltace","Boltace","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Tenno/Pistol/CrossBow","bolto","Bolto","weapon","secondary","","false","false","false","false"
"/Lotus/Weapons/Tenno/Rifle/BoltoRifle","boltor","Boltor","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Tenno/LongGuns/PrimeBoltor/PrimeBoltor","boltor-prime","Boltor Prime","weapon","primary","","true","false","false","false"
"3857","boltor-prime-barrel","Boltor Prime Barrel","weapon|part","","boltor-prime","","","",""
"3858","boltor-prime-receiver","Boltor Prime Receiver","weapon|part","","boltor-prime","","","",""
"3859","boltor-prime-stock","Boltor Prime Stock","weapon|part","","boltor-prime","","","",""
"5282","bonewidow-capsule","Bonewidow Capsule","weapon|part","","bonewidow","","","",""
"5278","bonewidow-casing","Bonewidow Casing","weapon|part","","bonewidow","","","",""
"5280","bonewidow-engine","Bonewidow Engine","weapon|part","","bonewidow","","","",""
"5284","bonewidow-weapon-pod","Bonewidow Weapon Pod","weapon|part","","bonewidow","","","",""
"/Lotus/Weapons/Grineer/Pistols/GrineerHandShotgun/GrineerHandCannon","brakk","Brakk","weapon","secondary","","false","false","false","false"
"3691","brakk-barrel","Brakk Barrel","weapon|part","","brakk","","","",""
"3692","brakk-receiver","Brakk Receiver","weapon|part","","brakk","","","",""
"/Lotus/Weapons/Tenno/Rifle/Rifle","braton","Braton","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Tenno/Rifle/BratonPrime","braton-prime","Braton Prime","weapon","primary","","true","false","false","false"
"4106","braton-prime-barrel","Braton Prime Barrel","weapon|part","","braton-prime","","","",""
"4107","braton-prime-receiver","Braton Prime Receiver","weapon|part","","braton-prime","","","",""
"4108","braton-prime-stock","Braton Prime Stock","weapon|part","","braton-prime","","","",""
"/Lotus/Weapons/Tenno/Rifle/VIPRifle","braton-vandal","Braton Vandal","weapon","primary","","false","false","false","false"
"4122","braton-vandal-barrel","Braton Vandal Barrel","weapon|part","","braton-vandal","","","",""
"4123","braton-vandal-receiver","Braton Vandal Receiver","weapon|part","","braton-vandal","","","",""
"4124","braton-vandal-stock","Braton Vandal Stock","weapon|part","","braton-vandal","","","",""
"/Lotus/Weapons/Grineer/Melee/GrnQueenSceptre/GrnQueenSceptreWeapon","broken-scepter","Broken Scepter","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Tenno/Melee/Swords/StalkerTwo/StalkerTwoSmallSword","broken-war","Broken War","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Tenno/Pistol/HandShotGun","bronco","Bronco","weapon","secondary","","false","false","false","false"
"/Lotus/Weapons/Tenno/Pistol/BroncoPrime","bronco-prime","Bronco Prime","weapon","secondary","","true","false","false","false"
"3782","bronco-prime-barrel","Bronco Prime Barrel","weapon|part","","bronco-prime","","","",""
"3783","bronco-prime-receiver","Bronco Prime Receiver","weapon|part","","bronco-prime","","","",""
"/Lotus/Weapons/Infested/LongGuns/InfArmCannon/InfArmCannon","bubonico","Bubonico","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Tenno/Rifle/BurstRifle","burston","Burston","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Tenno/LongGuns/PrimeBurston/PrimeBurston","burston-prime","Burston Prime","weapon","primary","","true","false","false","false"
"3861","burston-prime-barrel","Burston Prime Barrel","weapon|part","","burston-prime","","","",""
"3862","burston-prime-receiver","Burston Prime Receiver","weapon|part","","burston-prime","","","",""
"3863","burston-prime-stock","Burston Prime Stock","weapon|part","","burston-prime","","","",""
"/Lotus/Weapons/Grineer/LongGuns/GrnGorgSniperRifle/GrnGorgSniperRifle","buzlok","Buzlok","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Tenno/Melee/Staff/SingleStaff","cadus","Cadus","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Tenno/ThrowingWeapons/TnChoirframeKunai/TnChoirframeKunai","cantare","Cantare","weapon","secondary","","false","false","false","false"
"/Lotus/Weapons/Corpus/LongGuns/GrenadeLauncher/CarminePenta","carmine-penta","Carmine Penta","weapon","primary","","false","false","false","false"
"5423","carmine-penta-barrel","Carmine Penta Barrel","weapon|part","","carmine-penta","","","",""
"5424","carmine-penta-receiver","Carmine Penta Receiver","weapon|part","","carmine-penta","","","",""
"5425","carmine-penta-stock","Carmine Penta Stock","weapon|part","","carmine-penta","","","",""
"/Lotus/Weapons/Tenno/Melee/Polearms/TnHalberdPolearm/TnHalberdPolearmWeapon","cassowar","Cassowar","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Tenno/ThrowingWeapons/StickyBomb/StickyBombs","castanas","Castanas","weapon","secondary","","false","false","false","false"
"/Lotus/Weapons/Infested/Pistols/InfBeamPistol/InfBeamPistol","catabolyst","Catabolyst","weapon","secondary","","false","false","false","false"
"/Lotus/Weapons/Infested/Melee/InfEmbolistScythe/InfestedScythe","caustacyst","Caustacyst","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Tenno/LongGuns/TnAlchemistShotgun/TnAlchemistShotgun","cedo","Cedo","weapon","primary","","false","false","false","false"
"5355","cedo-barrel","Cedo Barrel","weapon|part","","cedo","","","",""
"/Lotus/Weapons/Tenno/LongGuns/PrimeCedo/PrimeCedoWeapon","cedo-prime","Cedo Prime","weapon","primary","","true","false","false","false"
"7254","cedo-prime-barrel","Cedo Prime Barrel","weapon|part","","cedo-prime","","","",""
"7255","cedo-prime-receiver","Cedo Prime Receiver","weapon|part","","cedo-prime","","","",""
"7256","cedo-prime-stock","Cedo Prime Stock","weapon|part","","cedo-prime","","","",""
"5356","cedo-receiver","Cedo Receiver","weapon|part","","cedo","","","",""
"5357","cedo-stock","Cedo Stock","weapon|part","","cedo","","","",""
"/Lotus/Weapons/Tenno/Archwing/Melee/Archswordandshield/ArchSwordShield","centaur","Centaur","weapon","archmelee","","false","false","false","false"
"3800","centaur-blade","Centaur Blade","weapon|part","","centaur","","","",""
"3802","centaur-handle","Centaur Handle","weapon|part","","centaur","","","",""
"/Lotus/Weapons/Tenno/Melee/Dagger/CeramicDagger","ceramic-dagger","Ceramic Dagger","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Infested/Melee/Glaives/PunctureGlaive/PunctureGlaiveWeapon","cerata","Cerata","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Tenno/Bows/AntlerBow/AntlerBow","cernos","Cernos","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Tenno/Bows/PrimeCernos/PrimeCernos","cernos-prime","Cernos Prime","weapon","primary","","true","false","false","false"
"3840","cernos-prime-grip","Cernos Prime Grip","weapon|part","","cernos-prime","","","",""
"3838","cernos-prime-lower-limb","Cernos Prime Lower Limb","weapon|part","","cernos-prime","","","",""
"3841","cernos-prime-string","Cernos Prime String","weapon|part","","cernos-prime","","","",""
"3839","cernos-prime-upper-limb","Cernos Prime Upper Limb","weapon|part","","cernos-prime","","","",""
"/Lotus/Weapons/Corpus/Pistols/CorpusMinigun/CorpusMinigun","cestra","Cestra","weapon","secondary","","false","false","false","false"
"/Lotus/Weapons/Tenno/Melee/Swords/StalkerMios/OperationsLacera","ceti-lacera","Ceti Lacera","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Tenno/Bows/DaxDuviriAsymetricalBow/DaxDuviriAsymmetricalLongBowPlayerWeapon","cinta","Cinta","weapon","primary","","false","false","false","false"
"6152","cinta-grip","Cinta Grip","weapon|part","","cinta","","","",""
"6156","cinta-lower-limb","Cinta Lower Limb","weapon|part","","cinta","","","",""
"6160","cinta-string","Cinta String","weapon|part","","cinta","","","",""
"6165","cinta-upper-limb","Cinta Upper Limb","weapon|part","","cinta","","","",""
"/Lotus/Weapons/Tenno/Melee/SwordsAndBoards/PacifistShieldAndSword/PacifistShieldSword","cobra-crane","Cobra & Crane","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Tenno/Melee/SwordsAndBoards/PrimeCobraAndCrane/PrimeCobraAndCraneWeapon","cobra-crane-prime","Cobra & Crane Prime","weapon","melee","","true","false","false","false"
"6042","cobra-crane-prime-blade","Cobra & Crane Prime Blade","weapon|part","","cobra-crane-prime","","","",""
"6043","cobra-crane-prime-guard","Cobra & Crane Prime Guard","weapon|part","","cobra-crane-prime","","","",""
"/Lotus/Weapons/Infested/InfestedLich/LongGuns/1999InfShotgun/1999InfShotgunWeapon","coda-bassocyst","Coda Bassocyst","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Infested/InfestedLich/Pistols/CodaCatabolyst","coda-catabolyst","Coda Catabolyst","weapon","secondary","","false","false","false","false"
"/Lotus/Weapons/Infested/InfestedLich/Melee/CodaCaustacyst/CodaCaustacyst","coda-caustacyst","Coda Caustacyst","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Infested/InfestedLich/LongGuns/CodaHema","coda-hema","Coda Hema","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Infested/InfestedLich/Melee/CodaHirudo","coda-hirudo","Coda Hirudo","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Infested/InfestedLich/Melee/CodaMire","coda-mire","Coda Mire","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Infested/InfestedLich/Melee/InfestedHammer/InfLichHammerWeapon","coda-motovore","Coda Motovore","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Infested/InfestedLich/Melee/CodaPathocyst/CodaPathocyst","coda-pathocyst","Coda Pathocyst","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Infested/InfestedLich/Pistols/CodaPox","coda-pox","Coda Pox","weapon","secondary","","false","false","false","false"
"/Lotus/Weapons/Infested/InfestedLich/LongGuns/CodaSporothrix","coda-sporothrix","Coda Sporothrix","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Infested/InfestedLich/LongGuns/CodaSynapse","coda-synapse","Coda Synapse","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Infested/InfestedLich/Pistols/CodaTysis","coda-tysis","Coda Tysis","weapon","secondary","","false","false","false","false"
"/Lotus/Weapons/Corpus/LongGuns/CrpSplitLaser/CrpSplitLaser","convectrix","Convectrix","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Tenno/LongGuns/TnHeavyShotgun/TnHeavyShotgunGun","corinth","Corinth","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Tenno/LongGuns/PrimeCorinth/PrimeCorinth","corinth-prime","Corinth Prime","weapon","primary","","true","false","false","false"
"4316","corinth-prime-barrel","Corinth Prime Barrel","weapon|part","","corinth-prime","","","",""
"4315","corinth-prime-receiver","Corinth Prime Receiver","weapon|part","","corinth-prime","","","",""
"4317","corinth-prime-stock","Corinth Prime Stock","weapon|part","","corinth-prime","","","",""
"/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechArchGun/ThanoTechArchGun","cortege","Cortege","weapon","archgun","","false","false","false","false"
"5049","cortege-barrel","Cortege Barrel","weapon|part","","cortege","","","",""
"5051","cortege-receiver","Cortege Receiver","weapon|part","","cortege","","","",""
"5059","cortege-stock","Cortege Stock","weapon|part","","cortege","","","",""
"/Lotus/Weapons/Tenno/Archwing/Melee/ExaltedArchScythe/ExaltedAWScytheWeapon","corufell","Corufell","weapon","melee","","false","false","false","false"
"6076","corufell-barrel","Corufell Barrel","weapon|part","","corufell","","","",""
"6077","corufell-handle","Corufell Handle","weapon|part","","corufell","","","",""
"6078","corufell-receiver","Corufell Receiver","weapon|part","","corufell","","","",""
"/Lotus/Weapons/Tenno/Archwing/Primary/LaunchGrenade/ArchCannon","corvas","Corvas","weapon","archgun","","false","false","false","false"
"3821","corvas-barrel","Corvas Barrel","weapon|part","","corvas","","","",""
"/Lotus/Weapons/Tenno/Archwing/Primary/PrimeCorvas/PrimeCorvasWeapon","corvas-prime","Corvas Prime","weapon","archgun","","true","false","false","false"
"5810","corvas-prime-barrel","Corvas Prime Barrel","weapon|part","","corvas-prime","","","",""
"5811","corvas-prime-receiver","Corvas Prime Receiver","weapon|part","","corvas-prime","","","",""
"5812","corvas-prime-stock","Corvas Prime Stock","weapon|part","","corvas-prime","","","",""
"3822","corvas-receiver","Corvas Receiver","weapon|part","","corvas","","","",""
"3823","corvas-stock","Corvas Stock","weapon|part","","corvas","","","",""
"/Lotus/Weapons/Tenno/Melee/CronusSword/CronusLongSword","cronus","Cronus","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Corpus/Pistols/CrpSentAmalgPistol/CrpSentAmalgPistol","cyanex","Cyanex","weapon","secondary","","false","false","false","false"
"/Lotus/Weapons/Ostron/Melee/ModularMelee01/Tip/TipFour","cyath","Cyath","weapon","melee","","false","false","false","false"
"/Lotus/Weapons/Corpus/Pistols/CrpChargeGun/CrpChargeGun","cycron","Cycron","weapon","secondary","","false","false","false","false"
"/Lotus/Weapons/Tenno/Archwing/Primary/ArchBurstGun/ArchBurstGun","cyngas","Cyngas","weapon","archgun","","false","false","false","false"
"3806","cyngas-barrel","Cyngas Barrel","weapon|part","","cyngas","","","",""
"3807","cyngas-receiver","Cyngas Receiver","weapon|part","","cyngas","","","",""
"3808","cyngas-stock","Cyngas Stock","weapon|part","","cyngas","","","",""
"/Lotus/Weapons/Tenno/Bows/AsymetricalBow/AsymetricalBow","daikyu","Daikyu","weapon","primary","","false","false","false","false"
"/Lotus/Weapons/Tenno/Bows/PrimeDaikyu/PrimeDaikyuBow","daikyu-prime","Daikyu Prime","weapon","primary","","true","false","false","false"
