id,name
547,Crashing Timber
548,Last Herald
549,Rising Steel
550,Tainted Hydra
551,Star Divide
552,Lashing Coil
553,Air Thrusters
554,Anti-Flak Plating
555,Armored Acrobatics
556,Armored Evade
557,Overcharge Detectors
558,Voltaic Lance
559,Surplus Diverters
560,Follow Through
561,Overcharged
562,Heightened Reflexes
563,Hastened Steps
564,Searing Leap
565,Rime Vault
566,Vital Systems Bypass
567,Final Act
568,Tactical Retreat
569,No Current Leap
570,Adept Surge
571,Rising Skill
572,Adrenaline Boost
573,Calculated Spring
574,Tempered Bound
575,Venomous Rise
576,Armored Recovery
577,Quick Charge
578,Anticipation
582,Critical Delay
583,Heavy Caliber
584,Vile Acceleration
585,Tainted Mag
586,Vile Precision
587,Depleted Reload
588,High Voltage
589,Thermite Rounds
590,Hammer Shot
591,Rime Rounds
592,Malignant Force
593,Primed Shred
594,Shred
595,Wildfire
596,Flux Overdrive
597,Tether Grenades
598,Thermagnetic Shells
599,Kinetic Ricochet
600,Nightwatch Napalm
601,Harkonar Scope
602,Guided Ordnance
603,Argon Scope
604,Bladed Rounds
605,Spring-Loaded Chamber
606,Catalyzer Link
607,Primed Bane of Corpus
608,Primed Bane of Orokin
609,Primed Bane of Grineer
610,Primed Bane of Infested
611,Primed Cryo Rounds
612,Primed Fast Hands
613,Primed Rifle Ammo Mutation
614,Thunderbolt
615,Primed Chamber
616,Target Acquired
617,Charged Chamber
618,Ammo Drum
619,Piercing Hit
620,Sinister Reach
621,Combustion Beam
622,Arrow Mutation
623,Magazine Warp
624,Point Strike
625,Vital Sense
626,Serration
627,Stormbringer
628,Piercing Caliber
629,Crash Course
630,Fanged Fusillade
631,Bane of Corpus
632,Bane of Orokin
633,Bane of Grineer
634,Bane of Infested
635,Hellfire
636,Split Chamber
637,Speed Trigger
638,Cryo Rounds
639,Adhesive Blast
640,Rupture
641,Firestorm
642,Hush
643,Continuous Misery
644,Terminal Velocity
645,Metal Auger
646,Stabilizer
647,Fast Hands
648,Rifle Ammo Mutation
649,Sawtooth Clip
650,Sniper Ammo Mutation
651,Rifle Aptitude
652,Infected Clip
653,Eagle Eye
654,Medi-Pet Kit
655,Savagery
656,Bite
657,Ferocity
658,Link Fiber
659,Link Vitality
660,Link Redirection
661,Loyal Companion
662,Maul
663,Pack Leader
664,Hastened Deflection
665,Metal Fiber
666,Spare Parts
667,Self Destruct
668,Enhanced Vitality
669,Animal Instinct
670,Fired Up
671,Calculated Redirection
672,Accelerated Deflection
673,Augur Pact
674,Augur Seeker
675,Augur Accord
676,Augur Message
677,Augur Reach
678,Augur Secrets
679,Gladiator Might
680,Gladiator Rush
681,Gladiator Vice
682,Gladiator Aegis
683,Gladiator Finesse
684,Gladiator Resolve
685,Hunter Command
686,Hunter Recovery
687,Hunter Synergy
688,Hunter Munitions
689,Hunter Track
690,Hunter Adrenaline
691,Sacrificial Pressure
692,Sacrificial Steel
693,Umbral Vitality
694,Umbral Fiber
695,Umbral Intensify
696,Vigilante Armaments
697,Vigilante Fervor
698,Vigilante Offense
699,Vigilante Supplies
700,Vigilante Pursuit
701,Vigilante Vigor
702,Accelerated Blast
703,Blaze
704,Chilling Reload
705,Tainted Shell
706,Critical Deceleration
707,Vicious Spread
708,Frail Momentum
709,Burdened Magazine
710,Shell Shock
711,Scattering Inferno
712,Frigid Blast
713,Toxic Barrage
714,Seeking Fury
715,Fomorian Accelerant
716,Acid Shells
717,Silent Battery
718,Narrow Barrel
719,Laser Sight
720,Shrapnel Shot
721,Repeater Clip
722,Nano-Applicator
723,Primed Ravage
724,Primed Point Blank
725,Primed Shotgun Ammo Mutation
726,Shell Compression
727,Flechette
728,Ammo Stock
729,Blunderbuss
730,Ravage
731,Point Blank
732,Charged Shell
733,Breach Loader
734,Full Contact
735,Sweeping Serration
736,Incendiary Coat
737,Hell's Chamber
738,Shotgun Barrage
739,Chilling Grasp
740,Disruptor
741,Lingering Torment
742,Fatal Acceleration
743,Seeking Force
744,Tactical Pump
745,Shotgun Ammo Mutation
746,Cleanse Corpus
747,Cleanse Orokin
748,Cleanse Grineer
749,Cleanse Infested
750,Shredder
751,Shotgun Savvy
752,Contagious Spread
753,Toxic Sequence
754,Entropy Spike
755,Gilded Truth
756,Gleaming Blight
757,Justice Blades
758,Eroding Blight
759,Winds of Purity
760,Deadly Sequence
761,Scattered Justice
762,Blade of Truth
763,Entropy Flight
764,Stockpiled Blight
765,Voltage Sequence
766,Spring-Loaded Blade
767,Toxic Blight
768,Neutralizing Justice
769,Entropy Detonation
770,Disarming Purity
771,Avenging Truth
772,Bright Purity
773,Shattering Justice
774,Sequence Burn
775,Entropy Burst
776,Stinging Truth
777,Lasting Purity
778,Madurai Transmute Core
779,Vazarin Transmute Core
780,Naramon Transmute Core
789,Constitution
790,Narrow Minded
791,Fleeting Expertise
792,Blind Rage
793,Transient Fortitude
794,Overextended
795,Fortitude
796,Streamlined Form
797,Armored Agility
798,Vigor
799,Pain Threshold
800,Primed Continuity
801,Primed Sure Footed
802,Primed Flow
803,Primed Vigor
804,Continuity
805,Streamline
806,Stretch
807,Intensify
808,Steel Fiber
809,Reflex Guard
810,Undying Will
811,Natural Talent
812,Master Thief
813,Aviator
814,Lightning Rod
815,Flame Repellent
816,Insulation
817,Shock Absorbers
818,Diamond Skin
819,Antitoxin
820,Rage
821,Enemy Sense
822,Heavy Impact
823,Provoked
824,Vitality
825,Handspring
826,Sure Footed
827,Thief's Wit
828,Warm Coat
829,Parry
830,Reflection
831,Equilibrium
832,Flow
833,Quick Thinking
834,Rapid Resilience
835,Retribution
836,Redirection
837,Fast Deflection
838,Maglev
839,Rush
840,Intruder
841,Lightning Dash
842,Energy Conversion
843,Firewalker
844,Health Conversion
845,Ice Spring
846,Battering Maneuver
847,Mobilize
848,Piercing Step
849,Rending Turn
850,Patagium
851,Toxic Flight
852,Rending Crane
853,Tempo Royale
854,Cleaving Whirlwind
855,Malicious Raptor
856,Four Riders
857,Vermillion Storm
858,Crimson Dervish
859,Homing Fang
860,Stinging Thorn
861,Pointed Wind
862,Sinking Talon
863,Spinning Needle
864,Gnashing Payara
865,Swirling Tiger
866,Carving Mantis
867,Crossing Snakes
868,Fracturing Wind
869,Gaia's Tragedy
870,Seismic Palm
871,Gleaming Talon
872,Astral Twilight
873,High Noon
874,Bullet Dance
875,Shattering Storm
876,Crushing Ruin
877,Iron Phoenix
878,Tranquil Cleave
879,Blind Justice
880,Decisive Judgement
881,Sundering Weave
882,Cyclone Kraken
883,Atlantis Vulcan
884,Shimmering Blight
885,Twirling Spire
886,Bleeding Willow
887,Grim Fury
888,Brutal Tide
889,Vulpine Mask
890,Final Harbinger
891,Reaping Spiral
892,Stalking Fan
893,Clashing Forest
894,Flailing Branch
895,Vengeful Revenant
896,Swooping Falcon
897,Eleventh Storm
898,Defiled Snapdragon
899,Gemini Cross
900,Sovereign Outcast
901,Slicing Feathers
902,Burning Wasp
903,Coiling Viper
904,Heliocor
905,Simulor
906,Acrid
907,Torid
908,Ignis
909,Ignis Wraith
910,Ogris
911,Supra
912,Spectra
913,Flux Rifle
914,Dera Vandal
915,Prova
916,Dera
917,Lanka
918,Prova Vandal
919,Lenz
920,Amprex
921,Tetra
922,Prisma Tetra
923,Opticor
924,Glaxion
925,Quanta
926,Quanta Vandal
927,Arca Plasmor
928,Convectrix
929,Penta
930,Supra Vandal
931,Ferrox
932,Ohma
933,Arca Titron
934,Obex
935,Prisma Obex
936,Serro
937,Lecta
938,Detron
939,Cestra
940,Dual Cestra
941,Sonicor
942,Cycron
943,Staticor
944,Angstrum
945,Prisma Angstrum
946,Arca Scisco
947,Twin Gremlins
948,Viper
949,Kraken
950,Seer
951,Hind
952,Grakata
953,Twin Grakatas
954,Drakgoon
955,Grinlok
956,Karak
957,Karak Wraith
958,Miter
959,Vulkar
960,Vulkar Wraith
961,Zarr
962,Javlok
963,Quartakk
964,Buzlok
965,Tonkor
966,Harpak
967,Kohm
968,Argonak
969,Prisma Gorgon
970,Gorgon Wraith
971,Ripkas
972,Sheev
973,Kesheg
974,Jat Kittag
975,Dual Cleavers
976,Machete
977,Prisma Dual Cleavers
978,Prisma Machete
979,Machete Wraith
980,Ack & Brunt
981,Atterax
982,Halikar
983,Twin Basolk
984,Twin Krohkur
985,Krohkur
986,Jat Kusar
987,Broken Scepter
988,Sydon
989,Stug
990,Brakk
991,Marelok
992,Nukor
993,Twin Kohmak
994,Kohmak
995,Twin Rogga
996,Kulstar
997,Stubba
998,Atomos
999,Viper Wraith
1000,Twin Vipers Wraith
1001,Mutalist Cernos
1002,Mutalist Quanta
1003,Hema
1004,Paracyst
1005,Phage
1006,Synapse
1007,Cerata
1008,Caustacyst
1009,Hirudo
1010,Mios
1011,Mire
1012,Lesion
1013,Scoliac
1014,Pox
1015,Dual Toxocyst
1016,Tysis
1017,Embolist
1018,MK1-Bo
1019,MK1-Furax
1020,MK1-Furis
1021,MK1-Kunai
1022,MK1-Paris
1023,MK1-Strun
1024,Zaw
1025,Telos Boltor
1026,Telos Boltace
1027,Telos Akbolto
1028,Synoid Simulor
1029,Synoid Heliocor
1030,Gammacor
1031,Synoid Gammacor
1032,Sancti Tigris
1033,Sancti Magistar
1034,Sancti Castanas
1035,Secura Penta
1036,Secura Lecta
1037,Secura Dual Cestra
1038,Rakta Cernos
1039,Rakta Dark Dagger
1040,Rakta Ballistica
1041,Vaykor Hek
1042,Vaykor Sydon
1043,Vaykor Marelok
1044,Aklex
1045,Aklex Prime
1046,Afuris
1047,Akbolto
1048,Aklato
1049,Akbronco
1050,Twin Vipers
1051,Akmagnus
1052,Akvasto
1053,Akbronco Prime
1054,<ARCHWING> Rathbone
1055,<ARCHWING> Kaszas
1056,<ARCHWING> Agkuza
1057,<ARCHWING> Onorix
1058,<ARCHWING> Veritux
1059,<ARCHWING> Centaur
1060,<ARCHWING> Knux
1061,<ARCHWING> Prisma Veritux
1062,Cyngas
1063,Phaedra
1064,Dual Decurion
1065,Imperator
1066,Imperator Vandal
1067,Corvas
1068,Velocitus
1069,Grattler
1070,Fluctus
1071,Cernos
1072,Daikyu
1073,Cernos Prime
1074,Paris
1075,Paris Prime
1076,Dread
1077,Dex Sybaris
1078,Tigris
1079,Tiberon
1080,Rubico
1081,Zenith
1082,Panthera
1083,Boltor Prime
1084,Burston Prime
1085,Soma Prime
1086,Sybaris Prime
1087,Tiberon Prime
1088,Tigris Prime
1089,Vectis Prime
1090,Zhuge
1091,Stradavar
1092,Tenora
1093,Astilla
1094,Corinth
1095,Scourge
1096,Veldt
1097,Baza
1098,Sybaris
1099,Attica
1100,Latron Wraith
1101,Scindo Prime
1102,Scindo
1103,Dual Zoren
1104,Dual Ichor
1106,Venka
1107,Cronus
1108,Dakra Prime
1109,Ceramic Dagger
1110,Heat Dagger
1111,Dark Dagger
1112,Fang
1113,Ether Daggers
1114,Fang Prime
1115,Dual Kamas
1116,Kama
1117,Dual Ether
1118,Dual Heat Swords
1119,Dual Skana
1120,Furax
1121,Furax Wraith
1122,Tekko
1123,Ankyros Prime
1124,Ankyros
1125,Kestrel
1126,Glaive
1127,Glaive Prime
1128,Orvius
1129,Gram
1130,Sarpa
1131,Redeemer
1132,Volnus
1133,Sibear
1134,Fragor
1135,Ether Sword
1136,Skana
1137,Skana Prime
1138,Magistar
1139,Ninkondi
1140,Shaku
1141,Gazal Machete
1142,Tonbo
1143,Guandao
1144,Cassowar
1145,Orthos
1146,Orthos Prime
1147,Dual Kamas Prime
1148,Fragor Prime
1149,Kogake Prime
1150,Silva & Aegis Prime
1151,Venka Prime
1152,Anku
1153,Ether Reaper
1154,Reaper Prime
1155,Hate
1156,Dual Raza
1157,Tipedo
1158,Bo Prime
1159,Amphis
1160,Bo
1161,Zenistar
1162,Nami Skyla
1163,Nami Solo
1164,Dark Sword
1165,Dark Split-Sword
1166,Dex Dakra
1167,Galatine
1168,Heat Sword
1169,Jaw Sword
1170,Nikana
1171,Dragon Nikana
1172,Karyst
1173,Destreza Prime
1174,Pangolin Sword
1175,Plasma Sword
1176,Galatine Prime
1177,Nikana Prime
1178,Nami Skyla Prime
1179,Dual Keres
1180,Lacera
1181,War
1182,Broken War
1183,Okina
1184,Endura
1185,Destreza
1186,Skiajati
1187,Silva & Aegis
1188,Sigma & Octantis
1189,Boltace
1190,Kronen
1191,Kronen Prime
1192,Gunsen
1193,Furis
1194,Bronco Prime
1195,Sicarus
1196,Bolto
1197,Bronco
1198,Lex
1199,Lato Prime
1200,Lato Vandal
1201,Lato
1202,Vasto
1203,Euphona Prime
1204,Ballistica
1205,Dex Furis
1206,Akzani
1207,Magnus
1208,Akbolto Prime
1209,Akstiletto Prime
1210,Ballistica Prime
1211,Lex Prime
1212,Pyrana Prime
1213,Sicarus Prime
1214,Vasto Prime
1215,Hystrix
1216,Pyrana
1217,Aksomati
1218,Azima
1219,Akstiletto
1220,Akjagara
1221,Pandero
1222,Zakti
1223,Knell
1224,Boltor
1225,Braton Prime
1226,Burston
1227,Gorgon
1228,Latron Prime
1229,Braton
1230,Latron
1231,Snipetron
1232,MK1-Braton
1233,Soma
1234,Vectis
1235,Braton Vandal
1236,Snipetron Vandal
1237,Sobek
1238,Boar
1239,Boar Prime
1240,Hek
1241,Strun
1242,Strun Wraith
1243,Fusilai
1244,Spira
1245,Spira Prime
1246,Hikou Prime
1247,Castanas
1248,Talons
1249,Kunai
1250,Despair
1251,Hikou
1252,Prisma Grakata
1253,Prisma Skana
1254,Mara Detron
1255,Hydroid
1256,Mirage
1257,Oberon
1258,Excalibur
1259,Mesa
1260,Ash
1261,Loki
1262,Banshee
1263,Archwing
1264,Saryn
1265,DARK EXCALIBUR PRIME
1266,Zephyr
1267,Vauban
1268,Trinity
1269,Valkyr
1270,Nekros
1271,Limbo
1272,Mag
1273,Rhino
1274,Nova
1275,Volt
1276,Frost
1277,Ember
1278,Nyx
1279,WARFRAME
1292,Unfused Artifact
1299,Unfused Artifact
1302,Unfused Artifact
1305,Pistol Gambit
1307,Unfused Artifact
1311,Transmute Core
1312,Unfused Artifact
1317,Unfused Artifact
1320,Hammers
1321,Tonfas
1322,Sword And Shield
1323,Melee
1324,Rapiers
1325,Pistol
1326,Hek
1327,Heavy Blade
1328,Pistol
1329,Bo
1330,Pistol
1331,Whips
1332,Staves
1333,Machetes
1334,Blade And Whip
1335,Dual Daggers
1336,Swords
1337,Dark Dagger
1338,Polearms
1339,Gunblade
1340,Shotgun
1341,Pistol
1342,Archgun
1343,Assault Rifle
1344,Pistol
1345,Scythes
1346,Dual Swords
1347,Heavy Blade
1348,Nikanas
1349,Daggers
1350,Sniper
1351,Pistol
1352,Fists
1353,Vectis
1354,Nunchaku
1355,Bow
1356,Glaives
1357,Sparring
1358,Bow
1359,Melee
1361,Archmelee
1362,Unique
1363,Claws
1364,Kraken
1365,Thrown
1366,Thrown Melee
1367,Rifle
1368,ANY
1369,Melee
1370,PRIMARY
1371,Bow
1372,Pistol
1373,Pistol
1374,Melee
1376,Chroma Prime
1377,Garuda
1378,Revenant
1379,Garuda
1380,Chroma
1381,Revenant
1382,Conductor
1383,Mending Splinters
1384,Accumulating Whipclaw
1385,Enveloping Cloud
1386,Fetch
1387,Ambush
1388,Energy Generator
1389,Scan Aquatic Lifeforms
1390,Scan Matter
1391,Assault Mode
1392,Power Donation
1393,Air Time
1394,Trail Blazer
1395,Mag Locks
1396,Rail Guards
1397,Kinetic Friction
1398,Venerdo Hoverdrive
1399,Inertia Dampeners
1400,Slay Board
1401,Sonic Boost
1402,Extreme Velocity
1403,Nitro Boost
1404,Thrash Landing
1405,Primed Expel Corpus
1406,Primed Expel Orokin
1407,Primed Expel Grineer
1408,Primed Expel Infested
1409,Primed Quickdraw
1410,Sharpshooter
1411,Cautious Shot
1412,Shock Collar
1413,Flame Gland
1414,Frost Jaw
1415,Venom Teeth
1416,Mecha Overdrive
1417,Mecha Recharge
1418,Mecha Empowered
1419,Mecha Pulse
1420,Synth Charge
1421,Synth Deconstruct
1422,Synth Fiber
1423,Synth Reflex
1424,Tek Assault
1425,Tek Enhance
1426,Tek Gravity
1427,Tek Collateral
1428,Primed Charged Shell
1429,Vigorous Swap
1430,Rolling Guard
1431,Adaptation
1432,Battacor
1433,Kreska
1434,Falcor
1435,Ocucor
1436,Prisma Twin Gremlins
1437,Pupacyst
1438,Paracesis
1439,Nagantaka
1440,Phantasma
1441,Rubico Prime
1442,Gram Prime
1443,Zylok
1444,Akvasto Prime
1445,Resolute Focus
1446,Deadly Efficiency
1447,Hypothermic Shell
1448,Charged Bullets
1449,Contamination Casing
1450,Archgun Ace
1451,Critical Focus
1452,Sabot Rounds
1453,Marked Target
1454,Strain Eruption
1455,Strain Fever
1456,Strain Infection
1457,Strain Consume
1462,Baruuk
1463,Exergis
1464,Galvacord
1465,Plinx
1466,Cobra & Crane
1467,Baruuk
2156,Arcane Guardian
2157,Arcane Avenger
2158,Arcane Resistance
2159,Arcane Ice
2160,Arcane Warmth
2161,Arcane Aegis
2162,Arcane Grace
2163,Arcane Barrier
2164,Arcane Nullifier
2165,Arcane Healing
2166,Arcane Deflection
2167,Arcane Agility
2168,Arcane Phantasm
2169,Exodia Brave
2170,Exodia Valor
2171,Pax Soar
2172,Exodia Might
2173,Arcane Ultimatum
2174,Arcane Fury
2175,Arcane Precision
2176,Arcane Velocity
2177,Arcane Tempo
