id,http,status,has_next_data,name
51,https://overframe.gg/items/arsenal/51,200,true,Inaros
52,https://overframe.gg/items/arsenal/52,200,true,Saryn
53,https://overframe.gg/items/arsenal/53,200,true,Saryn Prime
54,https://overframe.gg/items/arsenal/54,200,true,Zephyr
55,https://overframe.gg/items/arsenal/55,200,true,Zephyr Prime
56,https://overframe.gg/items/arsenal/56,200,true,Vauban
57,https://overframe.gg/items/arsenal/57,200,true,Vauban Prime
58,https://overframe.gg/items/arsenal/58,200,true,Trinity
59,https://overframe.gg/items/arsenal/59,200,true,Trinity Prime
60,https://overframe.gg/items/arsenal/60,200,true,Volt
61,https://overframe.gg/items/arsenal/61,200,true,Volt Prime
62,https://overframe.gg/items/arsenal/62,200,true,Equinox
63,https://overframe.gg/items/arsenal/63,200,true,Agility Drift
64,https://overframe.gg/items/arsenal/64,200,true,Coaction Drift
65,https://overframe.gg/items/arsenal/65,200,true,Cunning Drift
66,https://overframe.gg/items/arsenal/66,200,true,Endurance Drift
67,https://overframe.gg/items/arsenal/67,200,true,Power Drift
68,https://overframe.gg/items/arsenal/68,200,true,Speed Drift
69,https://overframe.gg/items/arsenal/69,200,true,Stealth Drift
70,https://overframe.gg/items/arsenal/70,200,true,Antimatter Absorb
71,https://overframe.gg/items/arsenal/71,200,true,Antimatter Mine
72,https://overframe.gg/items/arsenal/72,200,true,Neutron Star
73,https://overframe.gg/items/arsenal/73,200,true,Escape Velocity
74,https://overframe.gg/items/arsenal/74,200,true,Afterburner
75,https://overframe.gg/items/arsenal/75,200,true,Energy Field
76,https://overframe.gg/items/arsenal/76,200,true,Cold Snap
77,https://overframe.gg/items/arsenal/77,200,true,Resonating Quake
78,https://overframe.gg/items/arsenal/78,200,true,Sonic Fracture
79,https://overframe.gg/items/arsenal/79,200,true,Savage Silence
80,https://overframe.gg/items/arsenal/80,200,true,Resonance
81,https://overframe.gg/items/arsenal/81,200,true,Partitioned Mallet
82,https://overframe.gg/items/arsenal/82,200,true,Swing Line
83,https://overframe.gg/items/arsenal/83,200,true,Eternal War
84,https://overframe.gg/items/arsenal/84,200,true,Hysterical Assault
85,https://overframe.gg/items/arsenal/85,200,true,Hysterical Fixation
86,https://overframe.gg/items/arsenal/86,200,true,Prolonged Paralysis
87,https://overframe.gg/items/arsenal/87,200,true,Tectonic Fracture
88,https://overframe.gg/items/arsenal/88,200,true,Ore Gaze
89,https://overframe.gg/items/arsenal/89,200,true,Path of Statues
90,https://overframe.gg/items/arsenal/90,200,true,Titanic Rumbler
91,https://overframe.gg/items/arsenal/91,200,true,Rumbled
92,https://overframe.gg/items/arsenal/92,200,true,Ballistic Bullseye
93,https://overframe.gg/items/arsenal/93,200,true,Mesa's Waltz
94,https://overframe.gg/items/arsenal/94,200,true,Staggering Shield
95,https://overframe.gg/items/arsenal/95,200,true,Muzzle Flash
96,https://overframe.gg/items/arsenal/96,200,true,Afterburn
97,https://overframe.gg/items/arsenal/97,200,true,Everlasting Ward
98,https://overframe.gg/items/arsenal/98,200,true,Guided Effigy
99,https://overframe.gg/items/arsenal/99,200,true,Vexing Retaliation
100,https://overframe.gg/items/arsenal/100,200,true,Fireball Frenzy
101,https://overframe.gg/items/arsenal/101,200,true,Healing Flame
102,https://overframe.gg/items/arsenal/102,200,true,Purifying Flames
103,https://overframe.gg/items/arsenal/103,200,true,Immolated Radiance
104,https://overframe.gg/items/arsenal/104,200,true,Exothermic
105,https://overframe.gg/items/arsenal/105,200,true,Radiant Finish
106,https://overframe.gg/items/arsenal/106,200,true,Signal Flare
107,https://overframe.gg/items/arsenal/107,200,true,Furious Javelin
108,https://overframe.gg/items/arsenal/108,200,true,Surging Dash
109,https://overframe.gg/items/arsenal/109,200,true,Purging Slash
110,https://overframe.gg/items/arsenal/110,200,true,Chromatic Blade
111,https://overframe.gg/items/arsenal/111,200,true,Razorwing Blitz
112,https://overframe.gg/items/arsenal/112,200,true,Beguiling Lantern
113,https://overframe.gg/items/arsenal/113,200,true,Icy Avalanche
114,https://overframe.gg/items/arsenal/114,200,true,Chilling Globe
115,https://overframe.gg/items/arsenal/115,200,true,Ice Wave Impedance
116,https://overframe.gg/items/arsenal/116,200,true,Freeze Force
117,https://overframe.gg/items/arsenal/117,200,true,Hall of Malevolence
118,https://overframe.gg/items/arsenal/118,200,true,Total Eclipse
119,https://overframe.gg/items/arsenal/119,200,true,Explosive Legerdemain
120,https://overframe.gg/items/arsenal/120,200,true,Prism Guard
121,https://overframe.gg/items/arsenal/121,200,true,Insatiable
122,https://overframe.gg/items/arsenal/122,200,true,Larva Burst
123,https://overframe.gg/items/arsenal/123,200,true,Chaos Sphere
124,https://overframe.gg/items/arsenal/124,200,true,Pacifying Bolts
125,https://overframe.gg/items/arsenal/125,200,true,Mind Freak
126,https://overframe.gg/items/arsenal/126,200,true,Assimilate
127,https://overframe.gg/items/arsenal/127,200,true,Singularity
128,https://overframe.gg/items/arsenal/128,200,true,Savior Decoy
129,https://overframe.gg/items/arsenal/129,200,true,Deceptive Bond
130,https://overframe.gg/items/arsenal/130,200,true,Irradiating Disarm
131,https://overframe.gg/items/arsenal/131,200,true,Hushed Invisibility
132,https://overframe.gg/items/arsenal/132,200,true,Safeguard Switch
133,https://overframe.gg/items/arsenal/133,200,true,Magnetized Discharge
134,https://overframe.gg/items/arsenal/134,200,true,Fracturing Crush
135,https://overframe.gg/items/arsenal/135,200,true,Greedy Pull
136,https://overframe.gg/items/arsenal/136,200,true,Sapping Reach
137,https://overframe.gg/items/arsenal/137,200,true,Counter Pulse
138,https://overframe.gg/items/arsenal/138,200,true,Shield Overload
139,https://overframe.gg/items/arsenal/139,200,true,Rift Haven
140,https://overframe.gg/items/arsenal/140,200,true,Cataclysmic Continuum
141,https://overframe.gg/items/arsenal/141,200,true,Rift Torrent
142,https://overframe.gg/items/arsenal/142,200,true,Celestial Stomp
143,https://overframe.gg/items/arsenal/143,200,true,Primal Rage
144,https://overframe.gg/items/arsenal/144,200,true,Shield of Shadows
145,https://overframe.gg/items/arsenal/145,200,true,Despoil
146,https://overframe.gg/items/arsenal/146,200,true,Soul Survivor
147,https://overframe.gg/items/arsenal/147,200,true,Discharge Strike
148,https://overframe.gg/items/arsenal/148,200,true,Creeping Terrify
149,https://overframe.gg/items/arsenal/149,200,true,Reaping Chakram
150,https://overframe.gg/items/arsenal/150,200,true,Safeguard
151,https://overframe.gg/items/arsenal/151,200,true,Ward Recovery
152,https://overframe.gg/items/arsenal/152,200,true,Pyroclastic Flow
153,https://overframe.gg/items/arsenal/153,200,true,Seeking Shuriken
154,https://overframe.gg/items/arsenal/154,200,true,Rising Storm
155,https://overframe.gg/items/arsenal/155,200,true,Smoke Shadow
156,https://overframe.gg/items/arsenal/156,200,true,Tear Gas
157,https://overframe.gg/items/arsenal/157,200,true,Teleport Rush
158,https://overframe.gg/items/arsenal/158,200,true,Hallowed Reckoning
159,https://overframe.gg/items/arsenal/159,200,true,Defiled Reckoning
160,https://overframe.gg/items/arsenal/160,200,true,Phoenix Renewal
161,https://overframe.gg/items/arsenal/161,200,true,Smite Infusion
162,https://overframe.gg/items/arsenal/162,200,true,Hallowed Eruption
163,https://overframe.gg/items/arsenal/163,200,true,Viral Tempest
164,https://overframe.gg/items/arsenal/164,200,true,Pilfering Swarm
165,https://overframe.gg/items/arsenal/165,200,true,Rousing Plunder
166,https://overframe.gg/items/arsenal/166,200,true,Tidal Impunity
167,https://overframe.gg/items/arsenal/167,200,true,Lasting Covenant
168,https://overframe.gg/items/arsenal/168,200,true,Warding Thurible
169,https://overframe.gg/items/arsenal/169,200,true,Concentrated Arrow
170,https://overframe.gg/items/arsenal/170,200,true,Piercing Navigator
171,https://overframe.gg/items/arsenal/171,200,true,Empowered Quiver
172,https://overframe.gg/items/arsenal/172,200,true,Power of Three
173,https://overframe.gg/items/arsenal/173,200,true,Infiltrate
174,https://overframe.gg/items/arsenal/174,200,true,Iron Shrapnel
175,https://overframe.gg/items/arsenal/175,200,true,Piercing Roar
176,https://overframe.gg/items/arsenal/176,200,true,Ironclad Charge
177,https://overframe.gg/items/arsenal/177,200,true,Reinforcing Stomp
178,https://overframe.gg/items/arsenal/178,200,true,Elemental Sandstorm
179,https://overframe.gg/items/arsenal/179,200,true,Negation Armor
180,https://overframe.gg/items/arsenal/180,200,true,Venom Dose
181,https://overframe.gg/items/arsenal/181,200,true,Regenerative Molt
182,https://overframe.gg/items/arsenal/182,200,true,Contagion Cloud
183,https://overframe.gg/items/arsenal/183,200,true,Target Fixation
184,https://overframe.gg/items/arsenal/184,200,true,Funnel Clouds
185,https://overframe.gg/items/arsenal/185,200,true,Jet Stream
186,https://overframe.gg/items/arsenal/186,200,true,Repelling Bastille
187,https://overframe.gg/items/arsenal/187,200,true,Photon Repeater
188,https://overframe.gg/items/arsenal/188,200,true,Tesla Bank
189,https://overframe.gg/items/arsenal/189,200,true,Vampire Leech
190,https://overframe.gg/items/arsenal/190,200,true,Abating Link
191,https://overframe.gg/items/arsenal/191,200,true,Pool of Life
192,https://overframe.gg/items/arsenal/192,200,true,Capacitance
193,https://overframe.gg/items/arsenal/193,200,true,Transistor Shield
194,https://overframe.gg/items/arsenal/194,200,true,Recharge Barrier
195,https://overframe.gg/items/arsenal/195,200,true,Shock Trooper
196,https://overframe.gg/items/arsenal/196,200,true,Shocking Speed
197,https://overframe.gg/items/arsenal/197,200,true,Kinetic Collision
198,https://overframe.gg/items/arsenal/198,200,true,Peaceful Provocation
199,https://overframe.gg/items/arsenal/199,200,true,Energy Transfer
200,https://overframe.gg/items/arsenal/200,200,true,Duality
201,https://overframe.gg/items/arsenal/201,200,true,Push & Pull
202,https://overframe.gg/items/arsenal/202,200,true,Calm & Frenzy
203,https://overframe.gg/items/arsenal/203,200,true,Cat's Eye
204,https://overframe.gg/items/arsenal/204,200,true,Mischief
205,https://overframe.gg/items/arsenal/205,200,true,Charm
206,https://overframe.gg/items/arsenal/206,200,true,Territorial Aggression
207,https://overframe.gg/items/arsenal/207,200,true,Pounce
208,https://overframe.gg/items/arsenal/208,200,true,Reflect
209,https://overframe.gg/items/arsenal/209,200,true,Sharpened Claws
210,https://overframe.gg/items/arsenal/210,200,true,Swipe
211,https://overframe.gg/items/arsenal/211,200,true,Fear Sense
212,https://overframe.gg/items/arsenal/212,200,true,Trample
213,https://overframe.gg/items/arsenal/213,200,true,Hunt
214,https://overframe.gg/items/arsenal/214,200,true,Stalk
215,https://overframe.gg/items/arsenal/215,200,true,Dig
216,https://overframe.gg/items/arsenal/216,200,true,Neutralize
217,https://overframe.gg/items/arsenal/217,200,true,Howl
218,https://overframe.gg/items/arsenal/218,200,true,Proboscis
219,https://overframe.gg/items/arsenal/219,200,true,Retrieve
220,https://overframe.gg/items/arsenal/220,200,true,Shelter
221,https://overframe.gg/items/arsenal/221,200,true,Protect
222,https://overframe.gg/items/arsenal/222,200,true,Scavenge
223,https://overframe.gg/items/arsenal/223,200,true,Unleashed
224,https://overframe.gg/items/arsenal/224,200,true,Shield Charger
225,https://overframe.gg/items/arsenal/225,200,true,Medi-Ray
226,https://overframe.gg/items/arsenal/226,200,true,Arc Coil
227,https://overframe.gg/items/arsenal/227,200,true,Fatal Attraction
228,https://overframe.gg/items/arsenal/228,404,false,
229,https://overframe.gg/items/arsenal/229,200,true,Investigator
230,https://overframe.gg/items/arsenal/230,200,true,Coolant Leak
231,https://overframe.gg/items/arsenal/231,200,true,Crowd Dispersion
232,https://overframe.gg/items/arsenal/232,200,true,Ghost
233,https://overframe.gg/items/arsenal/233,200,true,Guardian
234,https://overframe.gg/items/arsenal/234,200,true,Calculated Shot
235,https://overframe.gg/items/arsenal/235,200,true,Ammo Case
236,https://overframe.gg/items/arsenal/236,200,true,Looter
237,https://overframe.gg/items/arsenal/237,200,true,Primed Regen
238,https://overframe.gg/items/arsenal/238,200,true,Negate
239,https://overframe.gg/items/arsenal/239,200,true,Regen
240,https://overframe.gg/items/arsenal/240,200,true,Reawaken
241,https://overframe.gg/items/arsenal/241,200,true,Revenge
242,https://overframe.gg/items/arsenal/242,200,true,Sacrifice
243,https://overframe.gg/items/arsenal/243,200,true,Sanctuary
244,https://overframe.gg/items/arsenal/244,200,true,Molecular Conversion
245,https://overframe.gg/items/arsenal/245,404,false,
246,https://overframe.gg/items/arsenal/246,200,true,Electro Pulse
247,https://overframe.gg/items/arsenal/247,200,true,Targeting Receptor
248,https://overframe.gg/items/arsenal/248,200,true,Thumper
249,https://overframe.gg/items/arsenal/249,404,false,
250,https://overframe.gg/items/arsenal/250,200,true,Vacuum
251,https://overframe.gg/items/arsenal/251,200,true,Vaporize
252,https://overframe.gg/items/arsenal/252,404,false,
253,https://overframe.gg/items/arsenal/253,200,true,Detect Vulnerability
254,https://overframe.gg/items/arsenal/254,200,true,Peculiar Bloom
255,https://overframe.gg/items/arsenal/255,200,true,Peculiar Growth
256,https://overframe.gg/items/arsenal/256,200,true,Primed Morphic Transformer
257,https://overframe.gg/items/arsenal/257,200,true,Meteor Crash
258,https://overframe.gg/items/arsenal/258,200,true,Nebula Bore
259,https://overframe.gg/items/arsenal/259,200,true,Astral Slash
260,https://overframe.gg/items/arsenal/260,200,true,Searing Steel
261,https://overframe.gg/items/arsenal/261,200,true,Tempered Blade
262,https://overframe.gg/items/arsenal/262,200,true,Bleeding Edge
263,https://overframe.gg/items/arsenal/263,200,true,Cutting Edge
264,https://overframe.gg/items/arsenal/264,200,true,Furor
265,https://overframe.gg/items/arsenal/265,200,true,Extend
266,https://overframe.gg/items/arsenal/266,200,true,Astral Autopsy
267,https://overframe.gg/items/arsenal/267,200,true,Sudden Impact
268,https://overframe.gg/items/arsenal/268,200,true,Conductive Blade
269,https://overframe.gg/items/arsenal/269,200,true,Blazing Steel
270,https://overframe.gg/items/arsenal/270,200,true,Glacial Edge
271,https://overframe.gg/items/arsenal/271,200,true,Poisonous Sting
272,https://overframe.gg/items/arsenal/272,200,true,Comet Blast
273,https://overframe.gg/items/arsenal/273,200,true,Quasar Drill
274,https://overframe.gg/items/arsenal/274,200,true,Zodiac Shred
275,https://overframe.gg/items/arsenal/275,200,true,Magma Chamber
276,https://overframe.gg/items/arsenal/276,200,true,Shell Rush
277,https://overframe.gg/items/arsenal/277,200,true,Magazine Extension
278,https://overframe.gg/items/arsenal/278,200,true,Parallax Scope
279,https://overframe.gg/items/arsenal/279,200,true,Hollowed Bullets
280,https://overframe.gg/items/arsenal/280,200,true,Rubedo-Lined Barrel
281,https://overframe.gg/items/arsenal/281,200,true,Dual Rounds
282,https://overframe.gg/items/arsenal/282,200,true,Automatic Trigger
283,https://overframe.gg/items/arsenal/283,200,true,Modified Munitions
284,https://overframe.gg/items/arsenal/284,200,true,Electrified Barrel
285,https://overframe.gg/items/arsenal/285,200,true,Combustion Rounds
286,https://overframe.gg/items/arsenal/286,200,true,Polar Magazine
287,https://overframe.gg/items/arsenal/287,200,true,Venomous Clip
288,https://overframe.gg/items/arsenal/288,200,true,Kinetic Diversion
289,https://overframe.gg/items/arsenal/289,200,true,Efficient Transferral
290,https://overframe.gg/items/arsenal/290,200,true,System Reroute
291,https://overframe.gg/items/arsenal/291,200,true,Energy Amplifier
292,https://overframe.gg/items/arsenal/292,200,true,Morphic Transformer
293,https://overframe.gg/items/arsenal/293,200,true,Argon Plating
294,https://overframe.gg/items/arsenal/294,200,true,Enhanced Durability
295,https://overframe.gg/items/arsenal/295,200,true,Auxiliary Power
296,https://overframe.gg/items/arsenal/296,200,true,Energy Inversion
297,https://overframe.gg/items/arsenal/297,200,true,Superior Defenses
298,https://overframe.gg/items/arsenal/298,200,true,Hyperion Thrusters
299,https://overframe.gg/items/arsenal/299,200,true,Brief Respite
300,https://overframe.gg/items/arsenal/300,200,true,Growing Power
301,https://overframe.gg/items/arsenal/301,200,true,Empowered Blades
302,https://overframe.gg/items/arsenal/302,200,true,Stand United
303,https://overframe.gg/items/arsenal/303,200,true,Corrosive Projection
304,https://overframe.gg/items/arsenal/304,200,true,Shield Disruption
305,https://overframe.gg/items/arsenal/305,200,true,Infested Impedance
306,https://overframe.gg/items/arsenal/306,200,true,Enemy Radar
307,https://overframe.gg/items/arsenal/307,200,true,Energy Siphon
308,https://overframe.gg/items/arsenal/308,200,true,Physique
309,https://overframe.gg/items/arsenal/309,200,true,Rejuvenation
310,https://overframe.gg/items/arsenal/310,200,true,Holster Amp
311,https://overframe.gg/items/arsenal/311,200,true,Loot Detector
312,https://overframe.gg/items/arsenal/312,200,true,Steel Charge
313,https://overframe.gg/items/arsenal/313,200,true,Pistol Scavenger
314,https://overframe.gg/items/arsenal/314,200,true,Pistol Amp
315,https://overframe.gg/items/arsenal/315,200,true,Toxin Resistance
316,https://overframe.gg/items/arsenal/316,200,true,Rifle Scavenger
317,https://overframe.gg/items/arsenal/317,200,true,Rifle Amp
318,https://overframe.gg/items/arsenal/318,200,true,Shotgun Scavenger
319,https://overframe.gg/items/arsenal/319,200,true,Shotgun Amp
320,https://overframe.gg/items/arsenal/320,200,true,Sniper Scavenger
321,https://overframe.gg/items/arsenal/321,200,true,Dead Eye
322,https://overframe.gg/items/arsenal/322,200,true,Sprint Boost
323,https://overframe.gg/items/arsenal/323,200,true,EMP Aura
324,https://overframe.gg/items/arsenal/324,404,false,
325,https://overframe.gg/items/arsenal/325,200,true,Focused Defense
326,https://overframe.gg/items/arsenal/326,200,true,True Punishment
327,https://overframe.gg/items/arsenal/327,200,true,Quickening
328,https://overframe.gg/items/arsenal/328,200,true,Enduring Affliction
329,https://overframe.gg/items/arsenal/329,200,true,Enduring Strike
330,https://overframe.gg/items/arsenal/330,200,true,Life Strike
331,https://overframe.gg/items/arsenal/331,200,true,Drifting Contact
332,https://overframe.gg/items/arsenal/332,200,true,Spoiled Strike
333,https://overframe.gg/items/arsenal/333,200,true,Corrupt Charge
334,https://overframe.gg/items/arsenal/334,200,true,Voltaic Strike
335,https://overframe.gg/items/arsenal/335,200,true,Volcanic Edge
336,https://overframe.gg/items/arsenal/336,200,true,Focus Energy
337,https://overframe.gg/items/arsenal/337,200,true,Vicious Frost
338,https://overframe.gg/items/arsenal/338,200,true,Virulent Scourge
339,https://overframe.gg/items/arsenal/339,200,true,Rending Strike
340,https://overframe.gg/items/arsenal/340,200,true,Static Discharge
341,https://overframe.gg/items/arsenal/341,200,true,Electromagnetic Shielding
342,https://overframe.gg/items/arsenal/342,200,true,Vulcan Blitz
343,https://overframe.gg/items/arsenal/343,200,true,Hunter's Bonesaw
344,https://overframe.gg/items/arsenal/344,200,true,Rift Strike
345,https://overframe.gg/items/arsenal/345,200,true,Blood Rush
346,https://overframe.gg/items/arsenal/346,200,true,Body Count
347,https://overframe.gg/items/arsenal/347,200,true,Weeping Wounds
348,https://overframe.gg/items/arsenal/348,200,true,Maiming Strike
349,https://overframe.gg/items/arsenal/349,200,true,Primed Fury
350,https://overframe.gg/items/arsenal/350,200,true,Primed Heavy Trauma
351,https://overframe.gg/items/arsenal/351,200,true,Primed Pressure Point
352,https://overframe.gg/items/arsenal/352,200,true,Primed Reach
353,https://overframe.gg/items/arsenal/353,200,true,Primed Fever Strike
354,https://overframe.gg/items/arsenal/354,200,true,Dispatch Overdrive
355,https://overframe.gg/items/arsenal/355,200,true,Sundering Strike
356,https://overframe.gg/items/arsenal/356,200,true,Guardian Derision
357,https://overframe.gg/items/arsenal/357,200,true,True Steel
358,https://overframe.gg/items/arsenal/358,200,true,Organ Shatter
359,https://overframe.gg/items/arsenal/359,200,true,Berserker Fury
360,https://overframe.gg/items/arsenal/360,200,true,Condition Overload
361,https://overframe.gg/items/arsenal/361,200,true,Shocking Touch
362,https://overframe.gg/items/arsenal/362,200,true,Collision Force
363,https://overframe.gg/items/arsenal/363,200,true,Auger Strike
364,https://overframe.gg/items/arsenal/364,200,true,Buzz Kill
365,https://overframe.gg/items/arsenal/365,200,true,Molten Impact
366,https://overframe.gg/items/arsenal/366,200,true,Fury
367,https://overframe.gg/items/arsenal/367,200,true,North Wind
368,https://overframe.gg/items/arsenal/368,200,true,Power Throw
369,https://overframe.gg/items/arsenal/369,200,true,Quick Return
370,https://overframe.gg/items/arsenal/370,200,true,Rebound
371,https://overframe.gg/items/arsenal/371,200,true,Whirlwind
372,https://overframe.gg/items/arsenal/372,200,true,Healing Return
373,https://overframe.gg/items/arsenal/373,200,true,Heavy Trauma
374,https://overframe.gg/items/arsenal/374,200,true,Shattering Impact
375,https://overframe.gg/items/arsenal/375,200,true,Reflex Coil
376,https://overframe.gg/items/arsenal/376,200,true,Relentless Combination
377,https://overframe.gg/items/arsenal/377,200,true,Pressure Point
378,https://overframe.gg/items/arsenal/378,200,true,Smite Corpus
379,https://overframe.gg/items/arsenal/379,200,true,Smite Orokin
380,https://overframe.gg/items/arsenal/380,200,true,Smite Grineer
381,https://overframe.gg/items/arsenal/381,200,true,Smite Infested
382,https://overframe.gg/items/arsenal/382,200,true,Finishing Touch
383,https://overframe.gg/items/arsenal/383,200,true,Killing Blow
384,https://overframe.gg/items/arsenal/384,200,true,Reach
385,https://overframe.gg/items/arsenal/385,200,true,Seismic Wave
386,https://overframe.gg/items/arsenal/386,200,true,Covert Lethality
387,https://overframe.gg/items/arsenal/387,200,true,Energy Channel
388,https://overframe.gg/items/arsenal/388,200,true,Lasting Sting
389,https://overframe.gg/items/arsenal/389,200,true,Jagged Edge
390,https://overframe.gg/items/arsenal/390,200,true,Melee Prowess
391,https://overframe.gg/items/arsenal/391,200,true,Fever Strike
392,https://overframe.gg/items/arsenal/392,404,false,
393,https://overframe.gg/items/arsenal/393,404,false,
394,https://overframe.gg/items/arsenal/394,404,false,
395,https://overframe.gg/items/arsenal/395,200,true,Creeping Bullseye
396,https://overframe.gg/items/arsenal/396,200,true,Hollow Point
397,https://overframe.gg/items/arsenal/397,200,true,Magnum Force
398,https://overframe.gg/items/arsenal/398,200,true,Anemic Agility
399,https://overframe.gg/items/arsenal/399,200,true,Tainted Clip
400,https://overframe.gg/items/arsenal/400,200,true,Jolt
401,https://overframe.gg/items/arsenal/401,200,true,Scorch
402,https://overframe.gg/items/arsenal/402,200,true,Lethal Torrent
403,https://overframe.gg/items/arsenal/403,200,true,Frostbite
404,https://overframe.gg/items/arsenal/404,200,true,Ice Storm
405,https://overframe.gg/items/arsenal/405,200,true,Pistol Pestilence
406,https://overframe.gg/items/arsenal/406,200,true,Stunning Speed
407,https://overframe.gg/items/arsenal/407,200,true,Fulmination
408,https://overframe.gg/items/arsenal/408,200,true,Targeting Subsystem
409,https://overframe.gg/items/arsenal/409,200,true,Hydraulic Crosshairs
410,https://overframe.gg/items/arsenal/410,200,true,Sharpened Bullets
411,https://overframe.gg/items/arsenal/411,200,true,Pressurized Magazine
412,https://overframe.gg/items/arsenal/412,200,true,Embedded Catalyzer
413,https://overframe.gg/items/arsenal/413,200,true,Primed Target Cracker
414,https://overframe.gg/items/arsenal/414,200,true,Primed Slip Magazine
415,https://overframe.gg/items/arsenal/415,200,true,Primed Pistol Gambit
416,https://overframe.gg/items/arsenal/416,200,true,Primed Heated Charge
417,https://overframe.gg/items/arsenal/417,200,true,Primed Pistol Ammo Mutation
418,https://overframe.gg/items/arsenal/418,200,true,Concealed Explosives
419,https://overframe.gg/items/arsenal/419,200,true,Trick Mag
420,https://overframe.gg/items/arsenal/420,200,true,No Return
421,https://overframe.gg/items/arsenal/421,200,true,Ruinous Extension
422,https://overframe.gg/items/arsenal/422,200,true,Slip Magazine
423,https://overframe.gg/items/arsenal/423,200,true,Pistol Gambit
424,https://overframe.gg/items/arsenal/424,200,true,Target Cracker
425,https://overframe.gg/items/arsenal/425,200,true,Hornet Strike
426,https://overframe.gg/items/arsenal/426,200,true,Convulsion
427,https://overframe.gg/items/arsenal/427,200,true,Pummel
428,https://overframe.gg/items/arsenal/428,200,true,Bore
429,https://overframe.gg/items/arsenal/429,200,true,Maim
430,https://overframe.gg/items/arsenal/430,200,true,Heated Charge
431,https://overframe.gg/items/arsenal/431,200,true,Barrel Diffusion
432,https://overframe.gg/items/arsenal/432,200,true,Gunslinger
433,https://overframe.gg/items/arsenal/433,200,true,Deep Freeze
434,https://overframe.gg/items/arsenal/434,200,true,Concussion Rounds
435,https://overframe.gg/items/arsenal/435,200,true,Suppress
436,https://overframe.gg/items/arsenal/436,200,true,Pistol Ammo Mutation
437,https://overframe.gg/items/arsenal/437,200,true,Expel Corpus
438,https://overframe.gg/items/arsenal/438,200,true,Expel Orokin
439,https://overframe.gg/items/arsenal/439,200,true,Expel Grineer
440,https://overframe.gg/items/arsenal/440,200,true,Expel Infested
441,https://overframe.gg/items/arsenal/441,200,true,Hawk Eye
442,https://overframe.gg/items/arsenal/442,200,true,Perpetual Agony
